EDUID,Gender,Enrolled Grade,ELA/Literacy OppNumber,ELA/Literacy Scale Score,Standard Error for ELA/Literacy Scale Score,ELA/Literacy Achievement Level,ELA/Literacy Reported Lexile® Measure,Reading Claim Achievement Category,Reading Claim Scale Score,Reading Claim Standard Error,Writing Claim Achievement Category,Writing Claim Scale Score,Writing Claim Standard Error,Listening Claim Achievement Category,Listening Claim Scale Score,Listening Claim Standard Error,Research/Inquiry Claim Achievement Category,Research/Inquiry Claim Scale Score,Research/Inquiry Claim Standard Error,Mathematics OppNumber,Mathematics Scale Score,Standard Error for Mathematics Scale Score,Mathematics Achievement Level,Mathematics Reported Quantile® Measure,Concepts and Procedures Claim Achievement Category,Concepts and Procedures Claim Scale Score,Concepts and Procedures Claim Standard Error,Problem Solving and Modeling & Data Analysis Claim Achievement Category,Problem Solving and Modeling & Data Analysis Claim Scale Score,Problem Solving and Modeling & Data Analysis Claim Standard Error,Communicating Reasoning Claim Achievement Category,Communicating Reasoning Claim Scale Score,Communicating Reasoning Claim Standard Error
763423667,M,3,1,2432,22,3,645L,At/Near Standard,2435,37,At/Near Standard,2449,39,At/Near Standard,2499,67,At/Near Standard,2327,78,1,2440,18,3,605Q,At/Near Standard,2451,27,At/Near Standard,2449,36,At/Near Standard,2417,34
777385765,F,3,1,2311,24,1,360L,Below Standard,2299,44,Below Standard,2311,38,At/Near Standard,2380,74,Below Standard,2293,60,1,2478,19,3,720Q,At/Near Standard,2469,28,At/Near Standard,2496,42,At/Near Standard,2479,35
745847649,F,3,1,2353,23,1,455L,At/Near Standard,2387,33,Below Standard,2350,43,At/Near Standard,2354,71,Below Standard,2170,152,1,2364,20,1,375Q,Below Standard,2353,25,At/Near Standard,2399,37,Below Standard,2352,50
477923955,F,3,1,2523,23,4,860L,At/Near Standard,2459,39,Above Standard,2504,41,Above Standard,2539,67,Above Standard,2592,40,1,2534,17,4,890Q,Above Standard,2509,25,Above Standard,2586,35,Above Standard,2522,33
754212764,F,3,1,2516,23,4,845L,Above Standard,2518,46,Above Standard,2576,47,At/Near Standard,2487,58,At/Near Standard,2460,51,1,2504,16,4,800Q,Above Standard,2536,26,Above Standard,2491,29,At/Near Standard,2466,34
784465559,M,3,1,2340,27,1,425L,At/Near Standard,2371,50,Below Standard,2318,42,At/Near Standard,2395,61,Below Standard,2293,68,1,2443,17,3,615Q,At/Near Standard,2463,27,At/Near Standard,2455,32,At/Near Standard,2387,42
759416769,M,3,1,2380,22,2,520L,At/Near Standard,2374,39,Below Standard,2313,46,At/Near Standard,2474,55,At/Near Standard,2402,53,1,2435,17,2,590Q,At/Near Standard,2422,25,At/Near Standard,2428,33,At/Near Standard,2472,35
756989542,F,3,1,2469,24,3,730L,At/Near Standard,2462,43,At/Near Standard,2358,50,At/Near Standard,2463,61,Above Standard,2601,53,1,2453,17,3,645Q,At/Near Standard,2460,26,At/Near Standard,2403,31,Above Standard,2501,32
539574565,F,3,1,2507,23,4,820L,Above Standard,2509,41,Above Standard,2556,46,Above Standard,2561,59,At/Near Standard,2386,67,1,2428,19,2,570Q,At/Near Standard,2425,26,At/Near Standard,2449,40,At/Near Standard,2413,41
746361888,M,3,1,2316,27,1,370L,Below Standard,2212,88,Below Standard,2370,40,At/Near Standard,2365,72,Below Standard,2220,89,1,2418,17,2,540Q,At/Near Standard,2416,25,At/Near Standard,2429,33,At/Near Standard,2409,38
727449618,F,3,1,2382,24,2,525L,At/Near Standard,2394,41,Below Standard,2339,45,At/Near Standard,2394,54,At/Near Standard,2436,64,1,2386,19,2,440Q,Below Standard,2361,26,At/Near Standard,2417,34,At/Near Standard,2407,40
793183389,F,3,1,2311,27,1,360L,At/Near Standard,2380,45,Below Standard,2287,43,Below Standard,2206,116,Below Standard,2305,64,1,2405,20,2,500Q,At/Near Standard,2396,29,At/Near Standard,2428,31,At/Near Standard,2373,49
145936723,F,3,1,2467,22,3,725L,At/Near Standard,2487,39,At/Near Standard,2441,43,At/Near Standard,2478,62,At/Near Standard,2467,42,1,2526,16,4,865Q,Above Standard,2534,26,At/Near Standard,2453,35,Above Standard,2564,30
788635862,M,3,1,2467,21,3,725L,Above Standard,2503,40,At/Near Standard,2494,42,At/Near Standard,2365,72,At/Near Standard,2447,40,1,2501,16,4,790Q,Above Standard,2520,27,At/Near Standard,2468,29,Above Standard,2510,29
778317324,F,3,1,2437,23,3,655L,Above Standard,2504,43,Below Standard,2361,45,At/Near Standard,2427,62,At/Near Standard,2473,48,1,2452,17,3,640Q,At/Near Standard,2441,26,At/Near Standard,2473,32,At/Near Standard,2450,34
982956462,F,3,1,2525,24,4,865L,Above Standard,2541,45,Above Standard,2519,45,Above Standard,2524,57,Above Standard,2513,48,1,2500,17,3,785Q,Above Standard,2505,26,Above Standard,2497,38,Above Standard,2494,27
778657791,F,3,1,2512,23,4,835L,Above Standard,2626,66,At/Near Standard,2472,38,At/Near Standard,2440,68,Above Standard,2525,45,1,2487,16,3,745Q,Above Standard,2482,24,At/Near Standard,2451,31,Above Standard,2541,32
856464254,M,3,1,2394,24,2,555L,At/Near Standard,2395,46,At/Near Standard,2407,40,At/Near Standard,2348,65,At/Near Standard,2403,52,1,2426,19,2,565Q,At/Near Standard,2424,28,At/Near Standard,2448,33,At/Near Standard,2401,41
768816438,M,3,1,2494,22,4,790L,Above Standard,2509,42,Above Standard,2493,39,At/Near Standard,2498,60,At/Near Standard,2476,47,1,2526,18,4,865Q,Above Standard,2527,27,Above Standard,2511,37,Above Standard,2534,31
744658153,M,3,1,2410,21,2,590L,Below Standard,2335,45,At/Near Standard,2480,34,At/Near Standard,2384,54,At/Near Standard,2390,57,1,2436,18,3,595Q,At/Near Standard,2443,26,At/Near Standard,2412,36,At/Near Standard,2448,36
717546463,F,3,1,2389,22,2,545L,At/Near Standard,2404,35,At/Near Standard,2388,38,At/Near Standard,2352,62,At/Near Standard,2385,57,1,2373,19,1,405Q,Below Standard,2387,27,Below Standard,2361,39,Below Standard,2349,49
266728735,M,3,1,2321,27,1,380L,Below Standard,2287,61,Below Standard,2301,46,At/Near Standard,2453,63,Below Standard,2277,64,1,2254,31,1,45Q,Below Standard,2236,43,Below Standard,2320,56,Below Standard,2225,81
728535338,M,3,1,2419,21,2,615L,At/Near Standard,2386,42,At/Near Standard,2454,32,At/Near Standard,2445,63,At/Near Standard,2364,60,1,2488,15,3,750Q,Above Standard,2484,24,Above Standard,2479,27,Above Standard,2503,29
785655367,M,3,1,2452,22,3,690L,At/Near Standard,2448,36,At/Near Standard,2441,38,At/Near Standard,2487,60,At/Near Standard,2455,52,1,2503,16,4,795Q,Above Standard,2476,25,At/Near Standard,2469,30,Above Standard,2597,50
771542663,F,3,1,2556,24,4,940L,Above Standard,2540,47,Above Standard,2558,41,Above Standard,2540,61,Above Standard,2573,44,1,2502,16,4,790Q,At/Near Standard,2460,26,Above Standard,2538,33,Above Standard,2522,30
848682549,M,3,1,2508,23,4,825L,Above Standard,2595,62,At/Near Standard,2446,44,Above Standard,2521,57,Above Standard,2517,42,1,2505,16,4,800Q,Above Standard,2537,25,At/Near Standard,2396,49,Above Standard,2536,29
647723598,F,3,1,2416,22,2,605L,Below Standard,2375,36,At/Near Standard,2452,37,At/Near Standard,2343,91,At/Near Standard,2454,51,1,2384,19,2,435Q,Below Standard,2371,25,At/Near Standard,2417,36,At/Near Standard,2372,48
775295526,F,3,1,2384,23,2,530L,At/Near Standard,2426,39,Below Standard,2372,39,At/Near Standard,2402,58,Below Standard,2174,154,1,2439,17,3,600Q,Below Standard,2376,25,Above Standard,2482,30,Above Standard,2514,45
274534726,M,3,1,2300,28,1,330L,Below Standard,2273,65,Below Standard,2317,40,Below Standard,2308,77,Below Standard,2284,68,1,2300,24,1,185Q,Below Standard,2311,28,Below Standard,2107,183,Below Standard,2334,54
